브랜드,상호,창업비용
하임공방,하임공방,"8,100
(0.06)"
플랜에이치헤어,플랜에이치,"5,500
(0.04)"
아리랑아구찜,에이와이푸드,"5,400
(0.04)"
벨라비타,벨라비타(주),"5,335
(0.04)"
솔로크린(solo clean),위드프랜차이즈,"3,910
(0.03)"
빽씬(Bagthin),파파애드,"3,820
(0.03)"
HOTELIV,(주)이웃벤처,"3,550
(0.03)"
중장비통,(주)동창인프라휴먼,"2,500
(0.02)"
나노플렉스(Nanoflex),(주)오픈코리아,"2,200
(0.02)"
카카오T골드(kakaoTgold),(주)케이엠솔루션,"660
(0.01)"
카카오T블루(kakaoTblue),(주)케이엠솔루션,"440
(0.00)"
KT콜택시,KT콜택시.효진,"110
(0.00)"
에이치모바일,(주)에이치,"105
(0.00)"
